COD_CLIENTE,DEPARTAMENTO,MODO_PAGAMENTO,COD_FILIAL,UF,QTDE,VALOR_TOTAL,DATA,MES_ANO
28005523,LUBRIFICANTES E ADITIVOS,FATURADO,67,PA,48,2658.24,2024-06-11 00:00:00,06/2024
96,PNEU,DEPOSITO,96,RR,2,2658,2024-07-08 00:00:00,07/2024
28018863,PNEU,FATURADO,70,PA,4,2658,2024-06-05 00:00:00,06/2024
28014682,ELETRICA,FATURADO,65,PA,2,2657.96,2024-06-12 00:00:00,06/2024
46,PNEU,CARTÃO,46,AP,4,2656.8,2024-06-03 00:00:00,06/2024
14010088,PNEU,FATURADO,14,MT,4,2656.56,2024-06-18 00:00:00,06/2024
28016608,PNEU,FATURADO,43,AM,8,2656,2024-06-17 00:00:00,06/2024
39002834,PNEU,FATURADO,92,AP,2,2654.16,2024-06-06 00:00:00,06/2024
60002971,PNEU,FATURADO,55,PA,4,2653,2024-06-20 00:00:00,06/2024
35004901,PNEU,FATURADO,51,RR,4,2652.4,2024-07-04 00:00:00,07/2024
35013659,PNEU,FATURADO,35,RR,4,2652.4,2024-06-19 00:00:00,06/2024
37,PNEU,DEPOSITO,37,AM,2,2651.6,2024-07-08 00:00:00,07/2024
24,ELETRICA,CARTÃO,24,AM,2,2651,2024-06-17 00:00:00,06/2024
22006602,PNEU,FATURADO,11,MT,4,2650.8,2024-06-11 00:00:00,06/2024
22006602,PNEU,FATURADO,11,MT,4,2650.76,2024-06-04 00:00:00,06/2024
28019656,ELETRICA,FATURADO,69,PA,5,2650.5,2024-06-24 00:00:00,06/2024
14012223,ELETRICA,FATURADO,50,MT,10,2650.2,2024-06-12 00:00:00,06/2024
46002041,PNEU,DEPOSITO,92,AP,4,2650,2024-07-09 00:00:00,07/2024
54005225,LUBRIFICANTES E ADITIVOS,FATURADO,96,RR,120,2650,2024-06-04 00:00:00,06/2024
411900,FILTRO,FATURADO,81,AM,30,2649,2024-06-14 00:00:00,06/2024
32012414,LUBRIFICANTES E ADITIVOS,FATURADO,32,AM,5,2646,2024-06-17 00:00:00,06/2024
35,PNEU,CARTÃO,35,RR,1,2645.26,2024-06-08 00:00:00,06/2024
28010984,LUBRIFICANTES E ADITIVOS,DEPOSITO,83,AM,50,2645,2024-06-05 00:00:00,06/2024
38001934,PNEU,CARTÃO,43,AM,4,2643.4,2024-06-03 00:00:00,06/2024
81,PNEU,OUTROS,81,AM,2,2643.28,2024-06-26 00:00:00,06/2024
44,PNEU,CARTÃO,44,AM,2,2643,2024-07-01 00:00:00,07/2024
56007458,PNEU,FATURADO,56,PA,1,2643,2024-06-04 00:00:00,06/2024
28013224,PNEU,FATURADO,38,AM,2,2642.8,2024-07-08 00:00:00,07/2024
63012565,LUBRIFICANTES E ADITIVOS,FATURADO,40,AP,6,2641.32,2024-06-03 00:00:00,06/2024
80000624,PNEU,FATURADO,54,RR,2,2640.2,2024-07-05 00:00:00,07/2024
54,PNEU,CARTÃO,54,RR,2,2640,2024-06-22 00:00:00,06/2024
54,PNEU,CARTÃO,54,RR,2,2640,2024-06-26 00:00:00,06/2024
54,PNEU,DEPOSITO,54,RR,2,2640,2024-06-21 00:00:00,06/2024
18001331,ELETRICA,FATURADO,52,MT,10,2640,2024-06-11 00:00:00,06/2024
18001331,ELETRICA,FATURADO,52,MT,10,2640,2024-07-04 00:00:00,07/2024
42000073,PNEU,FATURADO,48,AM,4,2640,2024-06-01 00:00:00,06/2024
80000624,PNEU,FATURADO,54,RR,2,2640,2024-06-18 00:00:00,06/2024
80000624,PNEU,FATURADO,54,RR,2,2640,2024-06-20 00:00:00,06/2024
80000774,PNEU,FATURADO,54,RR,2,2640,2024-06-28 00:00:00,06/2024
80000778,PNEU,PIX,54,RR,2,2640,2024-06-28 00:00:00,06/2024
54,PNEU,CARTÃO,54,RR,1,2638.2,2024-07-01 00:00:00,07/2024
92,PNEU,DEPOSITO,92,AP,2,2638.08,2024-06-24 00:00:00,06/2024
19,ELETRICA,DEPOSITO,19,MA,4,2637.84,2024-06-28 00:00:00,06/2024
19000519,ELETRICA,DEPOSITO,19,MA,4,2637.84,2024-06-28 00:00:00,06/2024
55004755,PNEU,CARTÃO,55,PA,1,2637.5,2024-06-11 00:00:00,06/2024
49000271,PNEU,FATURADO,92,AP,2,2636.32,2024-06-27 00:00:00,06/2024
35006757,ELETRICA,FATURADO,54,RR,2,2636,2024-06-05 00:00:00,06/2024
58008038,PNEU,CARTÃO,58,PA,2,2636,2024-06-13 00:00:00,06/2024
47004250,PNEU,FATURADO,47,RR,8,2634.24,2024-06-14 00:00:00,06/2024
90,PNEU,DINHEIRO,90,PA,4,2633.96,2024-06-01 00:00:00,06/2024
90,PNEU,DINHEIRO,90,PA,4,2632.8,2024-07-06 00:00:00,07/2024
63,PNEU,DINHEIRO,63,PA,4,2632.6,2024-06-28 00:00:00,06/2024
35004001,LUBRIFICANTES E ADITIVOS,CARTÃO,51,RR,144,2632.32,2024-06-22 00:00:00,06/2024
22007369,PNEU,DEPOSITO,22,MT,4,2632,2024-07-09 00:00:00,07/2024
93007083,PNEU,FATURADO,3,MT,8,2632,2024-06-12 00:00:00,06/2024
93007083,PNEU,FATURADO,3,MT,8,2632,2024-06-27 00:00:00,06/2024
35003195,ELETRICA,FATURADO,54,RR,4,2629.6,2024-06-13 00:00:00,06/2024
40010062,PNEU,FATURADO,40,AP,4,2629.6,2024-06-15 00:00:00,06/2024
15902360,ELETRICA,DEPOSITO,15,MA,2,2628.92,2024-06-14 00:00:00,06/2024
45,PNEU,CARTÃO,45,RR,4,2627.88,2024-06-26 00:00:00,06/2024
28000147,ELETRICA,FATURADO,32,AM,4,2626,2024-06-24 00:00:00,06/2024
32000282,ELETRICA,FATURADO,82,AM,4,2626,2024-06-25 00:00:00,06/2024
32025771,LUBRIFICANTES E ADITIVOS,DEPOSITO,32,AM,120,2625,2024-06-07 00:00:00,06/2024
7000631,ELETRICA,FATURADO,80,MA,10,2622.7,2024-07-06 00:00:00,07/2024
22003952,PNEU,FATURADO,22,MT,4,2620.64,2024-06-20 00:00:00,06/2024
46,PNEU,DEPOSITO,46,AP,4,2620,2024-06-01 00:00:00,06/2024
28023761,PNEU,CARTÃO,97,MA,3,2619.99,2024-06-06 00:00:00,06/2024
28021174,PNEU,FATURADO,13,MA,10,2619.5,2024-06-10 00:00:00,06/2024
35002218,ELETRICA,FATURADO,54,RR,2,2617.8,2024-06-19 00:00:00,06/2024
32044419,PNEU,DEPOSITO,37,AM,2,2616,2024-06-08 00:00:00,06/2024
46,PNEU,PIX,46,AP,4,2614.08,2024-06-18 00:00:00,06/2024
40,PNEU,CARTÃO,40,AP,4,2614,2024-06-24 00:00:00,06/2024
35008771,PNEU,FATURADO,47,RR,4,2613.8,2024-06-06 00:00:00,06/2024
12001885,ELETRICA,FATURADO,12,MA,2,2613.12,2024-07-04 00:00:00,07/2024
1026406,PNEU,FATURADO,2,MT,4,2611.44,2024-07-08 00:00:00,07/2024
32004085,PNEU,FATURADO,40,AP,4,2611.2,2024-07-05 00:00:00,07/2024
15,PNEU,CARTÃO,15,MA,4,2611.08,2024-06-25 00:00:00,06/2024
5185300,PNEU,FATURADO,10,MT,4,2611,2024-06-05 00:00:00,06/2024
35003349,PNEU,FATURADO,51,RR,4,2610.8,2024-06-07 00:00:00,06/2024
28024077,PNEU,CARTÃO,6,MA,4,2610.6,2024-07-09 00:00:00,07/2024
28008420,PNEU,FATURADO,30,AM,6,2610.12,2024-07-05 00:00:00,07/2024
66801826,PNEU,FATURADO,66,PA,2,2610.02,2024-06-27 00:00:00,06/2024
15,PNEU,CARTÃO,15,MA,2,2608.1,2024-07-08 00:00:00,07/2024
42,PNEU,CARTÃO,42,AM,4,2608,2024-06-15 00:00:00,06/2024
45002612,LUBRIFICANTES E ADITIVOS,FATURADO,35,RR,120,2608,2024-06-30 00:00:00,06/2024
45002612,LUBRIFICANTES E ADITIVOS,FATURADO,35,RR,120,2608,2024-07-01 00:00:00,07/2024
46,PNEU,CARTÃO,46,AP,4,2606,2024-06-14 00:00:00,06/2024
31005197,PNEU,CARTÃO,81,AM,2,2605.8,2024-06-01 00:00:00,06/2024
46002917,PNEU,FATURADO,49,AP,4,2605.44,2024-06-28 00:00:00,06/2024
28028918,LUBRIFICANTES E ADITIVOS,FATURADO,96,RR,120,2605,2024-06-05 00:00:00,06/2024
32003520,FILTRO,FATURADO,32,AM,10,2605,2024-06-18 00:00:00,06/2024
55000574,PNEU,DEPOSITO,60,PA,4,2604.76,2024-06-24 00:00:00,06/2024
36016247,PNEU,FATURADO,34,AM,4,2604,2024-07-01 00:00:00,07/2024
40001404,LUBRIFICANTES E ADITIVOS,FATURADO,40,AP,8,2604,2024-06-07 00:00:00,06/2024
55003908,PNEU,FATURADO,56,PA,2,2603.3,2024-06-15 00:00:00,06/2024
59600487,ELETRICA,FATURADO,5,MT,10,2603,2024-06-07 00:00:00,06/2024
5,PNEU,CARTÃO,5,MT,4,2602.12,2024-06-14 00:00:00,06/2024
65001285,ELETRICA,OUTROS,65,PA,2,2602,2024-06-03 00:00:00,06/2024
45000369,LUBRIFICANTES E ADITIVOS,FATURADO,45,RR,120,2601.5,2024-06-04 00:00:00,06/2024
72,PNEU,CARTÃO,72,PA,4,2601,2024-06-15 00:00:00,06/2024
28021011,PNEU,FATURADO,15,MA,2,2600.8,2024-06-29 00:00:00,06/2024
43018470,PNEU,FATURADO,81,AM,2,2600.6,2024-06-08 00:00:00,06/2024
35,PNEU,CARTÃO,35,RR,2,2600.52,2024-06-25 00:00:00,06/2024
1023350,PNEU,FATURADO,14,MT,4,2600.4,2024-06-05 00:00:00,06/2024
45004223,PNEU,DEPOSITO,35,RR,2,2600.08,2024-07-04 00:00:00,07/2024
57,ELETRICA,OUTROS,57,PA,2,2600,2024-07-04 00:00:00,07/2024
63,PNEU,CARTÃO,63,PA,4,2600,2024-06-19 00:00:00,06/2024
63,PNEU,CARTÃO,63,PA,4,2600,2024-06-27 00:00:00,06/2024
63,PNEU,OUTROS,63,PA,4,2600,2024-06-11 00:00:00,06/2024
14015414,PNEU,FATURADO,14,MT,4,2600,2024-06-13 00:00:00,06/2024
15900555,AUTOPECAS,FATURADO,97,MA,4,2600,2024-06-20 00:00:00,06/2024
43007546,PNEU,CARTÃO,18,AM,2,2600,2024-06-24 00:00:00,06/2024
46001640,PNEU,DEPOSITO,46,AP,4,2600,2024-07-09 00:00:00,07/2024
58002009,PNEU,FATURADO,58,PA,4,2600,2024-06-11 00:00:00,06/2024
68001750,PNEU,FATURADO,67,PA,2,2600,2024-07-01 00:00:00,07/2024
68006294,PNEU,DEPOSITO,35,RR,2,2600,2024-06-29 00:00:00,06/2024
55001904,PNEU,FATURADO,55,PA,4,2599.72,2024-06-28 00:00:00,06/2024
30536446,PNEU,DEPOSITO,32,AM,4,2597.44,2024-06-27 00:00:00,06/2024
61012896,PNEU,FATURADO,61,PA,2,2597,2024-06-18 00:00:00,06/2024
35010525,FILTRO,FATURADO,35,RR,60,2596.8,2024-06-29 00:00:00,06/2024
90002038,ELETRICA,CARTÃO,90,PA,4,2595.68,2024-07-03 00:00:00,07/2024
3000080,PNEU,FATURADO,4,MT,4,2595.24,2024-06-17 00:00:00,06/2024
32012414,AUTOPECAS,FATURADO,32,AM,4,2595.2,2024-06-24 00:00:00,06/2024
35,PNEU,CARTÃO,35,RR,4,2594,2024-06-04 00:00:00,06/2024
54,PNEU,CARTÃO,54,RR,4,2593.2,2024-06-06 00:00:00,06/2024
30536446,PNEU,DEPOSITO,34,AM,4,2593,2024-06-21 00:00:00,06/2024
46004941,PNEU,FATURADO,46,AP,4,2592.2,2024-06-10 00:00:00,06/2024
35014101,PNEU,FATURADO,35,RR,4,2592,2024-06-07 00:00:00,06/2024
50006942,PNEU,FATURADO,54,RR,10,2592,2024-07-08 00:00:00,07/2024
32035603,PNEU,FATURADO,32,AM,2,2588.8,2024-06-07 00:00:00,06/2024
28021045,ELETRICA,FATURADO,97,MA,2,2588,2024-07-08 00:00:00,07/2024
28004852,PNEU,FATURADO,69,PA,3,2587.5,2024-06-03 00:00:00,06/2024
67003491,PNEU,FATURADO,70,PA,2,2586.18,2024-07-03 00:00:00,07/2024
58,PNEU,DEPOSITO,58,PA,4,2585.2,2024-07-04 00:00:00,07/2024
58,PNEU,DEPOSITO,58,PA,4,2585,2024-07-02 00:00:00,07/2024
58,PNEU,PIX,58,PA,4,2585,2024-06-11 00:00:00,06/2024
76,PNEU,PIX,76,AP,4,2584.8,2024-06-07 00:00:00,06/2024
92,ELETRICA,CARTÃO,92,AP,2,2584.66,2024-07-03 00:00:00,07/2024
46,PNEU,OUTROS,46,AP,4,2584.64,2024-06-14 00:00:00,06/2024
35000537,LUBRIFICANTES E ADITIVOS,FATURADO,47,RR,120,2584.25,2024-06-08 00:00:00,06/2024
96000261,ELETRICA,FATURADO,97,MA,10,2584.1,2024-06-29 00:00:00,06/2024
92,PNEU,PIX,92,AP,4,2584.08,2024-07-03 00:00:00,07/2024
90,PNEU,PIX,90,PA,4,2582.64,2024-06-19 00:00:00,06/2024
28018047,PNEU,CARTÃO,51,RR,2,2582.4,2024-06-22 00:00:00,06/2024
72,ELETRICA,CARTÃO,72,PA,2,2580.42,2024-06-27 00:00:00,06/2024
55,PNEU,DINHEIRO,55,PA,1,2580,2024-06-18 00:00:00,06/2024
58,PNEU,CARTÃO,58,PA,1,2580,2024-06-22 00:00:00,06/2024
44001120,PNEU,FATURADO,44,AM,2,2580,2024-07-05 00:00:00,07/2024
61006894,PNEU,DINHEIRO,32,AM,2,2580,2024-06-03 00:00:00,06/2024
14,PNEU,OUTROS,14,MT,4,2579,2024-06-28 00:00:00,06/2024
37002598,ELETRICA,FATURADO,37,AM,2,2578.2,2024-07-01 00:00:00,07/2024
56006223,PNEU,FATURADO,56,PA,2,2577.62,2024-06-20 00:00:00,06/2024
66800209,PNEU,OUTROS,68,PA,4,2576.64,2024-06-14 00:00:00,06/2024
11011255,ELETRICA,FATURADO,11,MT,2,2576.26,2024-06-07 00:00:00,06/2024
49000408,PNEU,FATURADO,92,AP,4,2575.6,2024-06-07 00:00:00,06/2024
637400,PNEU,FATURADO,74,AM,2,2574,2024-06-17 00:00:00,06/2024
28003060,PNEU,FATURADO,82,AM,2,2573.92,2024-06-21 00:00:00,06/2024
637400,PNEU,FATURADO,74,AM,2,2573.8,2024-06-28 00:00:00,06/2024
54,PNEU,CARTÃO,54,RR,4,2572.4,2024-06-22 00:00:00,06/2024
18004589,PNEU,FATURADO,1,MT,4,2572.4,2024-06-24 00:00:00,06/2024
60003504,ELETRICA,FATURADO,55,PA,3,2571.42,2024-07-05 00:00:00,07/2024
35,PNEU,DEPOSITO,35,RR,2,2570,2024-06-24 00:00:00,06/2024
35,PNEU,DINHEIRO,35,RR,2,2570,2024-06-14 00:00:00,06/2024
55003542,ELETRICA,CARTÃO,55,PA,2,2570,2024-07-05 00:00:00,07/2024
80000490,PNEU,OUTROS,51,RR,2,2570,2024-06-24 00:00:00,06/2024
32037172,PNEU,FATURADO,83,AM,4,2569.2,2024-07-02 00:00:00,07/2024
65,PNEU,CARTÃO,65,PA,4,2568.6,2024-06-19 00:00:00,06/2024
35004001,LUBRIFICANTES E ADITIVOS,CARTÃO,51,RR,120,2568,2024-06-22 00:00:00,06/2024
58007301,PNEU,FATURADO,58,PA,4,2567.4,2024-06-21 00:00:00,06/2024
46,PNEU,DEPOSITO,46,AP,4,2567.28,2024-06-12 00:00:00,06/2024
49000984,PNEU,FATURADO,92,AP,10,2566.6,2024-06-04 00:00:00,06/2024
35001645,ELETRICA,FATURADO,54,RR,2,2566.2,2024-06-13 00:00:00,06/2024
39005596,PNEU,FATURADO,79,AP,4,2565.36,2024-06-15 00:00:00,06/2024
61011923,ELETRICA,FATURADO,61,PA,3,2565,2024-06-25 00:00:00,06/2024
28026462,PNEU,FATURADO,36,AM,12,2564.4,2024-06-25 00:00:00,06/2024
55,PNEU,CARTÃO,55,PA,2,2564,2024-06-07 00:00:00,06/2024
46001640,PNEU,DEPOSITO,46,AP,4,2563.68,2024-06-05 00:00:00,06/2024
46001640,PNEU,DEPOSITO,46,AP,4,2563.68,2024-06-26 00:00:00,06/2024
40,PNEU,DINHEIRO,40,AP,4,2563.6,2024-07-06 00:00:00,07/2024
58,PNEU,CARTÃO,58,PA,2,2562,2024-07-04 00:00:00,07/2024
47002566,FILTRO,FATURADO,54,RR,300,2562,2024-06-28 00:00:00,06/2024
93003295,ELETRICA,FATURADO,3,MT,2,2562,2024-06-18 00:00:00,06/2024
28024406,PNEU,FATURADO,7,MA,4,2561.92,2024-06-06 00:00:00,06/2024
33003381,AUTOPECAS,FATURADO,30,AM,3,2561.7,2024-07-09 00:00:00,07/2024
37,PNEU,DINHEIRO,37,AM,4,2560,2024-06-17 00:00:00,06/2024
43,PNEU,DEPOSITO,43,AM,2,2560,2024-06-13 00:00:00,06/2024
60,PNEU,PIX,60,PA,4,2560,2024-06-07 00:00:00,06/2024
10001673,PNEU,DEPOSITO,1,MT,4,2560,2024-06-07 00:00:00,06/2024
20004923,PNEU,FATURADO,20,MT,4,2560,2024-06-17 00:00:00,06/2024
28026462,PNEU,FATURADO,36,AM,16,2560,2024-06-05 00:00:00,06/2024
35004133,PNEU,FATURADO,54,RR,2,2560,2024-06-28 00:00:00,06/2024
63013551,PNEU,FATURADO,63,PA,4,2560,2024-06-06 00:00:00,06/2024
63015083,ELETRICA,DEPOSITO,63,PA,2,2560,2024-06-20 00:00:00,06/2024
80000624,PNEU,FATURADO,54,RR,2,2560,2024-06-12 00:00:00,06/2024
45,PNEU,CARTÃO,45,RR,4,2559,2024-07-05 00:00:00,07/2024
40006534,PNEU,FATURADO,40,AP,8,2558.4,2024-06-14 00:00:00,06/2024
44000526,LUBRIFICANTES E ADITIVOS,FATURADO,43,AM,5,2558,2024-06-12 00:00:00,06/2024
32012185,PNEU,FATURADO,79,AP,6,2557.5,2024-06-14 00:00:00,06/2024
32012185,PNEU,FATURADO,79,AP,6,2557.5,2024-06-18 00:00:00,06/2024
34,PNEU,DEPOSITO,34,AM,4,2556,2024-06-27 00:00:00,06/2024
82,PNEU,CARTÃO,82,AM,4,2556,2024-06-17 00:00:00,06/2024
47,PNEU,CARTÃO,47,RR,4,2555.24,2024-06-07 00:00:00,06/2024
35009855,PNEU,FATURADO,35,RR,4,2555.2,2024-06-06 00:00:00,06/2024
43032712,PNEU,FATURADO,43,AM,12,2553.6,2024-07-04 00:00:00,07/2024
32006479,PNEU,FATURADO,46,AP,2,2553.4,2024-06-07 00:00:00,06/2024
32029092,PNEU,FATURADO,86,AM,2,2553.2,2024-06-14 00:00:00,06/2024
15902079,ELETRICA,CARTÃO,15,MA,3,2553.06,2024-06-08 00:00:00,06/2024
22006070,PNEU,PIX,22,MT,3,2551.98,2024-07-09 00:00:00,07/2024
20002615,PNEU,FATURADO,4,MT,4,2550.96,2024-06-10 00:00:00,06/2024
1035650,PNEU,DEPOSITO,14,MT,4,2550,2024-06-05 00:00:00,06/2024
28001389,PNEU,FATURADO,58,PA,8,2550,2024-06-12 00:00:00,06/2024
28003775,PNEU,FATURADO,31,AM,3,2550,2024-06-12 00:00:00,06/2024
28026343,ELETRICA,FATURADO,19,MA,10,2550,2024-06-06 00:00:00,06/2024
86,PNEU,CARTÃO,86,AM,6,2549.94,2024-06-08 00:00:00,06/2024
59600487,PNEU,FATURADO,5,MT,10,2549.6,2024-06-25 00:00:00,06/2024
11012616,PNEU,DEPOSITO,11,MT,4,2549.52,2024-07-06 00:00:00,07/2024
4,PNEU,CARTÃO,4,MT,4,2549.32,2024-07-09 00:00:00,07/2024
18005645,PNEU,PIX,1,MT,4,2549.28,2024-06-06 00:00:00,06/2024
59602382,PNEU,FATURADO,5,MT,4,2549.28,2024-07-02 00:00:00,07/2024
85000032,PNEU,FATURADO,32,AM,2,2548.4,2024-06-21 00:00:00,06/2024
90,PNEU,CARTÃO,90,PA,2,2548,2024-06-22 00:00:00,06/2024
37002826,PNEU,FATURADO,83,AM,4,2546.4,2024-06-14 00:00:00,06/2024
57001183,PNEU,FATURADO,57,PA,1,2546.27,2024-07-02 00:00:00,07/2024
46002770,PNEU,FATURADO,46,AP,4,2546,2024-06-04 00:00:00,06/2024
28005170,ELETRICA,FATURADO,69,PA,6,2545.2,2024-06-24 00:00:00,06/2024
51018972,PNEU,FATURADO,35,RR,4,2544.68,2024-06-25 00:00:00,06/2024
92,ELETRICA,CARTÃO,92,AP,2,2544.56,2024-07-04 00:00:00,07/2024
28001829,LUBRIFICANTES E ADITIVOS,FATURADO,81,AM,40,2544,2024-06-03 00:00:00,06/2024
32044830,PNEU,CARTÃO,32,AM,2,2544,2024-06-28 00:00:00,06/2024
35008771,ELETRICA,FATURADO,47,RR,10,2542.6,2024-06-06 00:00:00,06/2024
1021404,PNEU,FATURADO,2,MT,4,2541.72,2024-06-14 00:00:00,06/2024
37001396,PNEU,FATURADO,88,AM,4,2541.68,2024-06-06 00:00:00,06/2024
10000729,PNEU,FATURADO,10,MT,4,2541.6,2024-06-13 00:00:00,06/2024
28017767,AUTOPECAS,FATURADO,57,PA,1,2541.42,2024-06-11 00:00:00,06/2024
32001190,PNEU,FATURADO,86,AM,2,2541.4,2024-07-04 00:00:00,07/2024
66,PNEU,CARTÃO,66,PA,4,2540,2024-06-12 00:00:00,06/2024
55002871,PNEU,FATURADO,60,PA,2,2540,2024-06-17 00:00:00,06/2024
84000786,PNEU,DEPOSITO,4,MT,4,2539.2,2024-07-01 00:00:00,07/2024
33002693,LUBRIFICANTES E ADITIVOS,CARTÃO,30,AM,120,2538.85,2024-06-06 00:00:00,06/2024
31037034,PNEU,FATURADO,31,AM,4,2537.6,2024-06-15 00:00:00,06/2024
51,PNEU,DINHEIRO,51,RR,4,2537,2024-07-09 00:00:00,07/2024
46002017,PNEU,FATURADO,46,AP,4,2536.2,2024-07-04 00:00:00,07/2024
28008420,PNEU,FATURADO,30,AM,6,2536.14,2024-06-10 00:00:00,06/2024
14010054,PNEU,FATURADO,1,MT,4,2534.4,2024-06-05 00:00:00,06/2024
28003066,LUBRIFICANTES E ADITIVOS,FATURADO,81,AM,6,2532.6,2024-06-14 00:00:00,06/2024
40000292,AUTOPECAS,FATURADO,46,AP,3,2532.6,2024-06-25 00:00:00,06/2024
40005766,PNEU,FATURADO,40,AP,2,2530.2,2024-07-03 00:00:00,07/2024
70,PNEU,PIX,70,PA,4,2530,2024-06-05 00:00:00,06/2024
3000800,AUTOPECAS,FATURADO,82,AM,4,2530,2024-06-13 00:00:00,06/2024
28024408,AUTOPECAS,FATURADO,38,AM,3,2529.9,2024-06-21 00:00:00,06/2024
67006238,PNEU,FATURADO,67,PA,4,2529.76,2024-06-29 00:00:00,06/2024
28002775,LUBRIFICANTES E ADITIVOS,FATURADO,81,AM,5,2529.5,2024-07-04 00:00:00,07/2024
45002612,LUBRIFICANTES E ADITIVOS,FATURADO,54,RR,120,2527,2024-06-08 00:00:00,06/2024
44001351,PNEU,FATURADO,44,AM,1,2526,2024-06-24 00:00:00,06/2024
69001215,PNEU,FATURADO,66,PA,4,2525.2,2024-06-07 00:00:00,06/2024
36014372,PNEU,FATURADO,48,AM,13,2523.3,2024-07-04 00:00:00,07/2024
58006617,PNEU,FATURADO,46,AP,2,2522.98,2024-06-04 00:00:00,06/2024
63010489,PNEU,FATURADO,72,PA,1,2522.64,2024-06-25 00:00:00,06/2024
54,PNEU,CARTÃO,54,RR,4,2522,2024-06-18 00:00:00,06/2024
37,PNEU,DEPOSITO,37,AM,4,2521.04,2024-06-06 00:00:00,06/2024
66805401,PNEU,FATURADO,66,PA,3,2520.99,2024-06-19 00:00:00,06/2024
28014631,ELETRICA,FATURADO,68,PA,2,2520.82,2024-06-07 00:00:00,06/2024
46004234,LUBRIFICANTES E ADITIVOS,FATURADO,46,AP,72,2520.6,2024-06-24 00:00:00,06/2024
14005822,PNEU,FATURADO,52,MT,1,2520,2024-06-20 00:00:00,06/2024
28003775,PNEU,FATURADO,30,AM,4,2520,2024-07-03 00:00:00,07/2024
28005196,PNEU,FATURADO,70,PA,4,2520,2024-06-18 00:00:00,06/2024
28015428,ELETRICA,FATURADO,7,MA,10,2520,2024-06-07 00:00:00,06/2024
35015152,PNEU,FATURADO,35,RR,2,2520,2024-06-27 00:00:00,06/2024
46004234,LUBRIFICANTES E ADITIVOS,FATURADO,46,AP,72,2520,2024-06-03 00:00:00,06/2024
31039974,PNEU,FATURADO,31,AM,8,2519.2,2024-06-18 00:00:00,06/2024
32,AUTOPECAS,PIX,32,AM,1,2519,2024-06-15 00:00:00,06/2024
21100,PNEU,FATURADO,81,AM,2,2518,2024-06-04 00:00:00,06/2024
28004852,PNEU,FATURADO,69,PA,4,2516.8,2024-07-03 00:00:00,07/2024
37000855,ELETRICA,FATURADO,9,AM,4,2516,2024-06-11 00:00:00,06/2024
81001109,PNEU,CARTÃO,86,AM,2,2515,2024-06-03 00:00:00,06/2024
19000016,PNEU,CARTÃO,19,MA,4,2513.96,2024-07-09 00:00:00,07/2024
68001615,ELETRICA,FATURADO,68,PA,2,2511.2,2024-06-24 00:00:00,06/2024
68001615,ELETRICA,FATURADO,68,PA,2,2511.2,2024-07-08 00:00:00,07/2024
40,PNEU,DEPOSITO,40,AP,4,2511.12,2024-06-13 00:00:00,06/2024
43033689,PNEU,FATURADO,88,AM,6,2510.88,2024-06-18 00:00:00,06/2024
66805922,PNEU,FATURADO,71,PA,5,2510.5,2024-06-20 00:00:00,06/2024
31040139,PNEU,FATURADO,36,AM,8,2510.4,2024-07-08 00:00:00,07/2024
46001663,PNEU,FATURADO,49,AP,4,2510.4,2024-06-05 00:00:00,06/2024
58,PNEU,DEPOSITO,58,PA,2,2510,2024-06-20 00:00:00,06/2024
63016069,PNEU,FATURADO,63,PA,4,2508.8,2024-06-19 00:00:00,06/2024
63,PNEU,CARTÃO,63,PA,2,2508.64,2024-06-15 00:00:00,06/2024
32027087,PNEU,FATURADO,37,AM,4,2506.4,2024-06-17 00:00:00,06/2024
31001827,ELETRICA,FATURADO,81,AM,5,2503.11,2024-06-19 00:00:00,06/2024
40001670,ELETRICA,FATURADO,67,PA,2,2503,2024-06-08 00:00:00,06/2024
55002224,ELETRICA,FATURADO,68,PA,2,2502.88,2024-06-04 00:00:00,06/2024
70003387,ELETRICA,FATURADO,70,PA,2,2502.88,2024-06-10 00:00:00,06/2024
15900993,PNEU,FATURADO,13,MA,4,2502.48,2024-06-12 00:00:00,06/2024
35,PNEU,CARTÃO,35,RR,4,2502.44,2024-07-08 00:00:00,07/2024
45005083,LUBRIFICANTES E ADITIVOS,DINHEIRO,45,RR,120,2502,2024-07-09 00:00:00,07/2024
74,PNEU,PIX,74,AM,2,2500.1,2024-06-03 00:00:00,06/2024
39008107,PNEU,CARTÃO,92,AP,4,2500.08,2024-06-13 00:00:00,06/2024
1,PNEU,CARTÃO,1,MT,4,2500,2024-06-25 00:00:00,06/2024
6,PNEU,CARTÃO,6,MA,4,2500,2024-06-04 00:00:00,06/2024
9,PNEU,DINHEIRO,9,AM,4,2500,2024-06-05 00:00:00,06/2024
45,LUBRIFICANTES E ADITIVOS,DEPOSITO,45,RR,120,2500,2024-06-21 00:00:00,06/2024
72,PNEU,DINHEIRO,72,PA,4,2500,2024-06-28 00:00:00,06/2024
96,PNEU,DINHEIRO,96,RR,4,2500,2024-07-06 00:00:00,07/2024
7000631,ELETRICA,FATURADO,80,MA,10,2500,2024-06-11 00:00:00,06/2024
12000097,ELETRICA,FATURADO,7,MA,10,2500,2024-06-07 00:00:00,06/2024
12000504,ELETRICA,FATURADO,12,MA,10,2500,2024-06-12 00:00:00,06/2024
